k = 2.840220-0.003609 i
Vec Object: 4 MPI processes
  type: mpi
Process [0]
-7.03493e-06 - 9.49445e-05 i
-0.000359764 + 0.000126777 i
-0.000179123 - 0.000178744 i
-0.000997455 + 0.000235033 i
-0.00103181 - 0.000340064 i
-0.0032361 + 0.000460125 i
-0.00455883 - 0.000694496 i
-0.0105916 + 0.000933666 i
-0.0169365 - 0.00283704 i
-0.0266306 + 0.00819344 i
0.0130438 - 0.0502202 i
-0.165775 - 0.08802 i
-0.406754 - 0.0376806 i
-0.166401 - 0.087396 i
0.0124486 - 0.050266 i
-0.0266479 + 0.0080924 i
-0.0168823 - 0.00282058 i
-0.0105557 + 0.000936285 i
-0.00451752 - 0.00068079 i
-0.00321219 + 0.000470885 i
-0.00100927 - 0.000330274 i
-0.000981212 + 0.000238155 i
-0.000182461 - 0.000179237 i
-0.000369386 + 0.000125488 i
-1.09931e-05 - 9.67575e-05 i
-0.000170192 + 6.23417e-05 i
-3.0559e-06 - 5.05323e-05 i
-8.79258e-05 + 2.90535e-05 i
-2.21172e-06 - 1.97151e-05 i
-3.84844e-05 + 1.47139e-05 i
2.74607e-07 - 2.64106e-06 i
-5.75252e-07 + 2.70997e-06 i
2.9347e-13 - 5.93682e-14 i
9.92839e-13 - 7.88173e-13 i
-1.80921e-07 + 9.09579e-08 i
-2.78801e-07 + 1.21331e-06 i
-2.9493e-06 - 7.32188e-07 i
-2.17273e-06 + 2.44084e-06 i
-8.57142e-06 - 2.49935e-06 i
-5.66005e-06 + 4.99742e-06 i
-2.09037e-05 - 5.17228e-06 i
-1.7623e-05 + 1.01901e-05 i
-5.6246e-05 - 8.55247e-06 i
-6.68419e-05 + 2.15566e-05 i
-0.000179654 - 1.00967e-05 i
-0.000275055 + 5.41168e-05 i
-0.000665993 + 1.31854e-05 i
-0.00114655 + 0.000186241 i
-0.0027191 + 0.00037494 i
-0.00313228 + 0.00218876 i
-0.00230661 + 0.00391579 i
0.00566453 + 0.00356335 i
0.0184205 - 0.0112409 i
0.0222189 - 0.0267097 i
0.0184362 - 0.0113018 i
0.00566349 + 0.0034989 i
-0.00230399 + 0.00387394 i
-0.00312968 + 0.00216373 i
-0.00270805 + 0.000367912 i
-0.00114242 + 0.000180324 i
-0.00066179 + 1.05973e-05 i
-0.000273618 + 5.26515e-05 i
-0.000178415 - 1.06463e-05 i
-6.55638e-05 + 2.09235e-05 i
-5.55221e-05 - 8.58357e-06 i
-1.80662e-05 + 1.09483e-05 i
-2.03385e-05 - 5.26347e-06 i
-5.01901e-06 + 4.53584e-06 i
-8.55433e-06 - 2.85653e-06 i
-2.84991e-06 + 2.73798e-06 i
-3.33952e-06 - 9.03153e-07 i
-3.61147e-07 + 1.03303e-06 i
-2.40316e-07 + 7.48574e-08 i
1.03257e-12 - 6.90991e-13 i
9.14613e-13 - 1.62709e-13 i
2.56074e-08 - 2.68317e-08 i
-5.17165e-07 - 1.68854e-07 i
4.68318e-07 + 4.55614e-07 i
-1.61724e-06 - 2.39692e-07 i
1.39254e-06 + 1.34813e-06 i
-3.80348e-06 - 3.35274e-07 i
2.97257e-06 + 3.10672e-06 i
-8.12085e-06 + 1.34495e-07 i
5.38281e-06 + 7.71831e-06 i
-1.68916e-05 + 4.37775e-06 i
1.13209e-05 + 2.35151e-05 i
-2.92888e-05 + 2.86515e-05 i
6.05835e-05 + 8.77739e-05 i
4.64185e-05 + 0.00015349 i
0.000729837 + 0.00025733 i
0.000532115 - 0.000457427 i
7.61102e-05 - 0.00123047 i
-0.000915441 - 0.000955822 i
-0.00149343 + 0.000925735 i
6.66959e-05 + 0.00276924 i
-0.00148796 + 0.000926806 i
-0.000913303 - 0.000951458 i
7.63302e-05 - 0.00122571 i
0.000527813 - 0.000455539 i
0.000725235 + 0.000253223 i
4.62497e-05 + 0.000152313 i
5.99891e-05 + 8.68441e-05 i
-2.91416e-05 + 2.83294e-05 i
1.12913e-05 + 2.30847e-05 i
-1.69766e-05 + 4.15554e-06 i
5.2561e-06 + 7.5404e-06 i
-8.048e-06 - 3.74624e-09 i
2.92417e-06 + 3.02892e-06 i
-3.77152e-06 - 3.98246e-07 i
1.46418e-06 + 1.32848e-06 i
-1.49504e-06 - 3.25384e-07 i
5.23435e-07 + 4.31358e-07 i
-5.37718e-07 - 2.21785e-07 i
2.84869e-08 - 3.09272e-08 i
5.74278e-13 - 2.8285e-13 i
9.82453e-13 + 3.25517e-13 i
-1.50981e-08 + 2.46686e-08 i
3.9547e-07 + 1.36262e-07 i
-4.84371e-07 - 2.29235e-07 i
1.21841e-06 + 2.80029e-07 i
-1.46446e-06 - 7.20379e-07 i
2.89268e-06 + 5.27191e-07 i
-3.1883e-06 - 1.66334e-06 i
6.17672e-06 + 6.68915e-07 i
-6.10853e-06 - 4.04436e-06 i
1.28962e-05 - 8.74992e-07 i
-1.26182e-05 - 1.26467e-05 i
2.43226e-05 - 1.45952e-05 i
-5.00581e-05 - 5.46617e-05 i
-1.37004e-05 - 0.000112733 i
-0.000580956 - 0.000228453 i
-0.000435015 + 0.000289968 i
2.61396e-05 + 0.000847834 i
0.000621681 + 0.000538075 i
0.000917466 - 0.000538946 i
-0.000263762 - 0.00149899 i
0.000913515 - 0.000540659 i
0.000620313 + 0.000534071 i
2.67855e-05 + 0.000842912 i
-0.00043096 + 0.000288411 i
-0.000577419 - 0.000225213 i
-1.37902e-05 - 0.000111972 i
-4.97474e-05 - 5.39745e-05 i
2.41431e-05 - 1.44547e-05 i
-1.2603e-05 - 1.24515e-05 i
1.28986e-05 - 9.07951e-07 i
-6.0377e-06 - 4.02582e-06 i
6.12745e-06 + 6.63665e-07 i
-3.10773e-06 - 1.62042e-06 i
2.93045e-06 + 5.74745e-07 i
-1.40365e-06 - 6.83055e-07 i
1.27489e-06 + 3.35497e-07 i
-3.96813e-07 - 2.25928e-07 i
4.39964e-07 + 1.49509e-07 i
-1.90263e-08 + 2.06208e-08 i
1.10058e-12 + 5.65613e-13 i
3.74035e-13 - 2.01336e-13 i
8.69065e-09 - 1.70028e-08 i
-3.25804e-07 - 1.03939e-07 i
4.2762e-07 + 1.66364e-07 i
-1.07331e-06 - 2.48212e-07 i
1.31789e-06 + 5.40116e-07 i
-2.60123e-06 - 5.12488e-07 i
2.8868e-06 + 1.24551e-06 i
-5.63224e-06 - 7.95681e-07 i
5.47445e-06 + 2.96152e-06 i
-1.21383e-05 - 5.08927e-08 i
1.0458e-05 + 9.17771e-06 i
-2.57658e-05 + 9.78291e-06 i
3.59359e-05 + 4.23964e-05 i
-1.55169e-05 + 9.46476e-05 i
0.000470767 + 0.00021906 i
0.00037369 - 0.000190921 i
-3.7733e-05 - 0.000648567 i
-0.000447912 - 0.000396377 i
-0.000654751 + 0.00034929 i
0.000291185 + 0.00101264 i
-0.000651673 + 0.000350496 i
-0.000446903 - 0.000393464 i
-3.85021e-05 - 0.000644777 i
0.000370102 - 0.000190108 i
0.000467958 + 0.000216106 i
-1.52644e-05 + 9.4031e-05 i
3.57191e-05 + 4.18415e-05 i
-2.56211e-05 + 9.71522e-06 i
1.03942e-05 + 8.97202e-06 i
-1.21607e-05 - 5.47788e-08 i
5.38125e-06 + 2.89119e-06 i
-5.609e-06 - 8.26586e-07 i
2.82612e-06 + 1.21743e-06 i
-2.62152e-06 - 5.13437e-07 i
1.29458e-06 + 5.62661e-07 i
-1.07486e-06 - 2.71761e-07 i
4.21622e-07 + 1.70303e-07 i
-3.30548e-07 - 1.28524e-07 i
1.47678e-08 - 1.73234e-08 i
2.15125e-13 - 7.03238e-14 i
1.50071e-12 - 4.35017e-14 i
-4.34866e-09 + 1.04876e-08 i
2.68501e-07 + 8.15133e-08 i
-3.94544e-07 - 1.28511e-07 i
9.59225e-07 + 2.28069e-07 i
-1.23673e-06 - 4.35139e-07 i
2.37073e-06 + 5.04228e-07 i
-2.72817e-06 - 1.01362e-06 i
5.17691e-06 + 8.74409e-07 i
-5.17748e-06 - 2.3427e-06 i
1.13142e-05 + 6.41227e-07 i
-9.47087e-06 - 7.07205e-06 i
2.54742e-05 - 6.50142e-06 i
-2.81015e-05 - 3.40885e-05 i
3.09211e-05 - 8.01251e-05 i
-0.00039698 - 0.000205949 i
-0.000332778 + 0.00013577 i
3.59773e-05 + 0.000530986 i
0.000350508 + 0.000320025 i
0.000520799 - 0.000256903 i
-0.000273458 - 0.000778054 i
0.000518283 - 0.000257863 i
0.000349727 + 0.000317722 i
3.6672e-05 + 0.00052792 i
-0.000329653 + 0.000135321 i
-0.000394661 - 0.000203281 i
3.06e-05 - 7.95852e-05 i
-2.7929e-05 - 3.36183e-05 i
2.52898e-05 - 6.50816e-06 i
-9.46338e-06 - 6.91678e-06 i
1.12571e-05 + 6.71325e-07 i
-5.1641e-06 - 2.27439e-06 i
5.10114e-06 + 8.85705e-07 i
-2.72785e-06 - 1.03036e-06 i
2.33575e-06 + 4.88267e-07 i
-1.26842e-06 - 4.59068e-07 i
9.26026e-07 + 2.4031e-07 i
-4.04106e-07 - 1.44104e-07 i
2.66753e-07 + 1.10337e-07 i
-1.06302e-08 + 1.38699e-08 i
1.5391e-12 - 4.16539e-13 i
1.28961e-12 + 1.31539e-13 i
1.08161e-09 - 4.62328e-09 i
-2.21565e-07 - 6.22027e-08 i
3.72949e-07 + 1.07018e-07 i
-8.70813e-07 - 2.04605e-07 i
1.18673e-06 + 3.73727e-07 i
-2.19507e-06 - 4.89509e-07 i
2.63579e-06 + 8.73566e-07 i
-4.81806e-06 - 9.09663e-07 i
5.01812e-06 + 1.97069e-06 i
-1.05728e-05 - 9.93501e-07 i
8.95514e-06 + 5.7372e-06 i
-2.46366e-05 + 4.2998e-06 i
2.32855e-05 + 2.82935e-05 i
-3.94074e-05 + 6.89946e-05 i
0.000344852 + 0.00019299 i
0.000302137 - 0.000102362 i
-3.25731e-05 - 0.000454593 i
-0.000289866 - 0.000272227 i
-0.000439657 + 0.000204138 i
0.000252381 + 0.00064236 i
-0.000437544 + 0.000204946 i
-0.000289234 - 0.000270293 i
-3.31987e-05 - 0.000451949 i
0.000299369 - 0.000102059 i
0.000342869 + 0.000190556 i
-3.90402e-05 + 6.85623e-05 i
2.31448e-05 + 2.78645e-05 i
-2.44735e-05 + 4.30749e-06 i
8.92492e-06 + 5.60325e-06 i
-1.05193e-05 - 9.56468e-07 i
4.98927e-06 + 1.93502e-06 i
-4.75865e-06 - 8.84598e-07 i
2.63458e-06 + 8.8262e-07 i
-2.15569e-06 - 4.75384e-07 i
1.21756e-06 + 3.97956e-07 i
-8.21634e-07 - 2.09168e-07 i
3.97125e-07 + 1.18068e-07 i
-2.23116e-07 - 8.56322e-08 i
5.81298e-09 - 5.40705e-09 i
7.55662e-13 + 2.97643e-13 i
6.3607e-13 - 4.92375e-14 i
1.84784e-09 - 5.46753e-10 i
1.83295e-07 + 4.48248e-08 i
-3.5733e-07 - 8.99264e-08 i
8.06209e-07 + 1.8502e-07 i
-1.15489e-06 - 3.31201e-07 i
2.06459e-06 + 4.71419e-07 i
-2.57982e-06 - 7.84407e-07 i
4.5336e-06 + 9.16501e-07 i
-4.93106e-06 - 1.73402e-06 i
9.93973e-06 + 1.20343e-06 i
-8.65871e-06 - 4.8407e-06 i
2.36502e-05 - 2.77654e-06 i
-2.01468e-05 - 2.41156e-05 i
4.42367e-05 - 6.04895e-05 i
-0.000306796 - 0.000181478 i
-0.000278196 + 8.08673e-05 i
2.96617e-05 + 0.000401734 i
0.000249343 + 0.000239642 i
0.000385578 - 0.000170899 i
-0.000234675 - 0.000555108 i
0.00038371 - 0.000171612 i
0.000248773 + 0.000237983 i
3.02086e-05 + 0.000399425 i
-0.000275692 + 8.06802e-05 i
-0.000305048 - 0.000179229 i
4.38588e-05 - 6.01396e-05 i
-2.00073e-05 - 2.37554e-05 i
2.35075e-05 - 2.80681e-06 i
-8.58897e-06 - 4.70868e-06 i
9.90597e-06 + 1.16967e-06 i
-4.8834e-06 - 1.7093e-06 i
4.50441e-06 + 8.85247e-07 i
-2.55948e-06 - 7.88113e-07 i
2.0212e-06 + 4.53687e-07 i
-1.16631e-06 - 3.5152e-07 i
7.79075e-07 + 1.96563e-07 i
-3.71333e-07 - 9.45961e-08 i
1.73335e-07 + 7.35107e-08 i
-6.38498e-09 + 1.34993e-09 i
6.20231e-13 + 1.75004e-13 i
1.35769e-12 - 2.44353e-13 i
-4.48699e-09 + 5.31579e-09 i
-1.50863e-07 - 2.83695e-08 i
3.47346e-07 + 7.78863e-08 i
-7.57348e-07 - 1.65315e-07 i
1.13645e-06 + 3.03333e-07 i
-1.96935e-06 - 4.51082e-07 i
2.54425e-06 + 7.27392e-07 i
-4.31709e-06 - 9.09409e-07 i
4.87201e-06 + 1.57865e-06 i
-9.41655e-06 - 1.33158e-06 i
8.48064e-06 + 4.22081e-06 i
-2.27091e-05 + 1.6863e-06 i
1.79871e-05 + 2.09946e-05 i
-4.71583e-05 + 5.39053e-05 i
0.000278356 + 0.000171721 i
0.000259131 - 6.63715e-05 i
-2.75204e-05 - 0.000363565 i
-0.000220878 - 0.000216204 i
-0.000347385 + 0.000148513 i
0.000221107 + 0.000495152 i
-0.000345727 + 0.000149135 i
-0.000220396 - 0.000214736 i
-2.80106e-05 - 0.000361479 i
0.000256838 - 6.62479e-05 i
0.000276787 + 0.000169609 i
-4.67654e-05 + 5.35691e-05 i
1.78792e-05 + 2.06345e-05 i
-2.25557e-05 + 1.70733e-06 i
8.44011e-06 + 4.08804e-06 i
-9.34739e-06 - 1.29602e-06 i
4.85282e-06 + 1.54608e-06 i
-4.26357e-06 - 8.81847e-07 i
2.55192e-06 + 7.21367e-07 i
-1.90995e-06 - 4.58281e-07 i
1.18276e-06 + 3.0211e-07 i
-6.98347e-07 - 1.81854e-07 i
3.9597e-07 + 8.92874e-08 i
-1.28252e-07 - 5.71094e-08 i
3.56519e-09 + 2.45296e-09 i
9.8253e-13 + 2.71484e-13 i
7.52689e-13 - 9.18491e-13 i
6.83394e-09 - 9.59258e-09 i
1.24041e-07 + 1.32965e-08 i
-3.41953e-07 - 6.97839e-08 i
7.22582e-07 + 1.47103e-07 i
-1.12808e-06 - 2.84426e-07 i
1.90068e-06 + 4.33404e-07 i
-2.52903e-06 - 6.88251e-07 i
4.14961e-06 + 9.00609e-07 i
-4.84701e-06 - 1.47209e-06 i
8.9885e-06 + 1.41418e-06 i
-8.3919e-06 - 3.76968e-06 i
2.18769e-05 - 8.62877e-07 i
-1.64829e-05 - 1.85716e-05 i
4.91568e-05 - 4.86874e-05 i
-0.000256759 - 0.000163731 i
-0.000243789 + 5.61913e-05 i
2.61323e-05 + 0.000335248 i
0.000200177 + 0.000198776 i
0.000319463 - 0.000132664 i
-0.000211499 - 0.000452171 i
0.000317927 - 0.000133229 i
0.000199721 + 0.000197442 i
2.65726e-05 + 0.000333331 i
-0.00024165 + 5.61142e-05 i
-0.000255309 - 0.000161731 i
4.87649e-05 - 4.83949e-05 i
-1.63784e-05 - 1.82356e-05 i
2.17389e-05 - 9.0708e-07 i
-8.32709e-06 - 3.65253e-06 i
8.93842e-06 + 1.38191e-06 i
-4.81147e-06 - 1.41695e-06 i
4.10528e-06 + 8.90214e-07 i
-2.50263e-06 - 6.54882e-07 i
1.88892e-06 + 4.52276e-07 i
-1.11482e-06 - 2.77252e-07 i
7.29229e-07 + 1.56756e-07 i
-3.41633e-07 - 8.0637e-08 i
1.15566e-07 + 4.35019e-08 i
-6.56795e-10 - 7.08034e-09 i
7.77538e-13 - 8.96874e-13 i
1.13903e-12 - 2.95321e-13 i
-9.17169e-09 + 1.34835e-08 i
-1.01238e-07 + 8.30954e-10 i
3.41679e-07 + 6.25008e-08 i
-6.97282e-07 - 1.31889e-07 i
1.13225e-06 + 2.69469e-07 i
-1.85257e-06 - 4.2026e-07 i
2.53577e-06 + 6.61543e-07 i
-4.02023e-06 - 8.89405e-07 i
4.86172e-06 + 1.40267e-06 i
-8.6508e-06 - 1.47533e-06 i
8.40597e-06 + 3.44018e-06 i
-2.11862e-05 + 1.99865e-07 i
1.54651e-05 + 1.6622e-05 i
-5.08984e-05 + 4.44232e-05 i
0.000240212 + 0.000157412 i
0.000231373 - 4.87816e-05 i
-2.54304e-05 - 0.000313917 i
-0.000184736 - 0.000185502 i
-0.000298731 + 0.000121055 i
0.00020564 + 0.000420654 i
-0.00029731 + 0.000121577 i
-0.000184322 - 0.000184273 i
-2.58392e-05 - 0.000312121 i
0.000229358 - 4.87283e-05 i
0.000238866 + 0.0001555 i
-5.05036e-05 + 4.41672e-05 i
1.5371e-05 + 1.6319e-05 i
-2.10485e-05 + 2.62785e-07 i
8.34456e-06 + 3.33215e-06 i
-8.5967e-06 - 1.43099e-06 i
4.81924e-06 + 1.35399e-06 i
-3.97714e-06 - 8.78463e-07 i
2.52546e-06 + 6.30299e-07 i
-1.82459e-06 - 4.38583e-07 i
1.13442e-06 + 2.55726e-07 i
-6.87734e-07 - 1.4138e-07 i
3.46467e-07 + 7.38287e-08 i
-9.80823e-08 - 2.45739e-08 i
-3.07712e-09 + 1.22237e-08 i
1.64209e-12 - 3.20778e-13 i
1.07204e-12 + 4.59679e-13 i
1.1751e-08 - 1.72478e-08 i
8.21453e-08 - 1.57107e-08 i
-3.45484e-07 - 5.74688e-08 i
6.82683e-07 + 1.15512e-07 i
-1.14783e-06 - 2.62114e-07 i
1.82853e-06 + 4.05947e-07 i
-2.56705e-06 - 6.50425e-07 i
3.94071e-06 + 8.80026e-07 i
-4.93167e-06 - 1.36564e-06 i
8.40016e-06 + 1.52428e-06 i
-8.56193e-06 - 3.20659e-06 i
2.06483e-05 + 3.79639e-07 i
-1.4921e-05 - 1.49666e-05 i
5.28608e-05 - 4.0737e-05 i
-0.000227581 - 0.000152676 i
-0.000221321 + 4.31846e-05 i
2.54079e-05 + 0.00029781 i
0.000172991 + 0.000175219 i
0.00028352 - 0.000112299 i
-0.000203656 - 0.000397384 i
0.000282155 - 0.00011279 i
0.000172594 + 0.000174066 i
2.57809e-05 + 0.000296105 i
-0.000219407 + 4.31442e-05 i
-0.000226306 - 0.000150829 i
5.24595e-05 - 4.0503e-05 i
-1.4806e-05 - 1.46686e-05 i
2.05374e-05 + 3.25034e-07 i
-8.48039e-06 - 3.09893e-06 i
8.34071e-06 + 1.46622e-06 i
-4.9101e-06 - 1.34232e-06 i
3.86078e-06 + 8.43296e-07 i
-2.63345e-06 - 6.52643e-07 i
1.69913e-06 + 3.79978e-07 i
-1.23168e-06 - 2.82458e-07 i
6.20271e-07 + 1.11424e-07 i
-3.83871e-07 - 6.9698e-08 i
5.12342e-08 + 1.57689e-08 i
7.21155e-10 - 1.45086e-08 i
9.59687e-13 + 3.74166e-13 i
6.65331e-13 - 5.70346e-13 i
-1.51668e-08 + 2.16946e-08 i
-6.32703e-08 + 3.38183e-08 i
3.54371e-07 + 5.23785e-08 i
-6.79686e-07 - 9.83844e-08 i
1.18131e-06 + 2.56962e-07 i
-1.83397e-06 - 3.94608e-07 i
2.63992e-06 + 6.5079e-07 i
-3.92273e-06 - 8.75719e-07 i
5.09055e-06 + 1.36782e-06 i
-8.27733e-06 - 1.57015e-06 i
8.91694e-06 + 3.0708e-06 i
-2.03229e-05 - 9.16242e-07 i
1.49473e-05 + 1.35056e-05 i
-5.55605e-05 + 3.72696e-05 i
0.000218201 + 0.00014949 i
0.000213226 - 3.88058e-05 i
-2.61776e-05 - 0.000285859 i
-0.000163858 - 0.00016709 i
-0.000273056 + 0.000105516 i
0.000206201 + 0.000380497 i
-0.000271726 + 0.000105981 i
-0.00016348 - 0.000165993 i
-2.65339e-05 - 0.00028421 i
0.000211372 - 3.87792e-05 i
0.000216995 + 0.00014769 i
-5.514e-05 + 3.70725e-05 i
1.48291e-05 + 1.32103e-05 i
-2.02153e-05 - 8.63183e-07 i
8.82927e-06 + 2.94547e-06 i
-8.21112e-06 - 1.53552e-06 i
5.06447e-06 + 1.31214e-06 i
-3.8762e-06 - 8.6187e-07 i
2.67621e-06 + 6.36652e-07 i
-1.74883e-06 - 3.78052e-07 i
1.24434e-06 + 2.7092e-07 i
-6.16816e-07 - 1.16686e-07 i
4.33561e-07 + 3.67373e-08 i
-3.56154e-09 - 2.62481e-08 i
-1.57374e-09 + 1.37774e-08 i
5.02096e-13 - 3.9552e-13 i
9.76437e-13 + 6.51629e-13 i
2.09748e-08 - 2.86674e-08 i
3.83789e-08 - 6.23881e-08 i
-3.7023e-07 - 4.42795e-08 i
6.94435e-07 + 7.40813e-08 i
-1.24748e-06 - 2.53592e-07 i
1.89651e-06 + 3.85553e-07 i
-2.78705e-06 - 6.65131e-07 i
4.02676e-06 + 8.85885e-07 i
-5.39699e-06 - 1.4134e-06 i
8.37255e-06 + 1.63027e-06 i
-9.6204e-06 - 3.06249e-06 i
2.03348e-05 + 1.43691e-06 i
-1.59234e-05 - 1.21945e-05 i
5.97018e-05 - 3.35468e-05 i
-0.000211869 - 0.000147842 i
-0.000206762 + 3.53175e-05 i
2.81382e-05 + 0.000277374 i
0.00015635 + 0.000160257 i
0.000267504 - 0.000100131 i
-0.000214891 - 0.000368916 i
0.000266191 - 0.000100576 i
0.000155989 + 0.000159195 i
2.84756e-05 + 0.000275765 i
-0.000204941 + 3.52943e-05 i
-0.000210689 - 0.000146045 i
5.92707e-05 - 3.33767e-05 i
-1.58067e-05 - 1.19057e-05 i
2.02419e-05 + 1.37048e-06 i
-9.53045e-06 - 2.94156e-06 i
8.28752e-06 + 1.56459e-06 i
-5.3896e-06 - 1.3806e-06 i
3.9663e-06 + 8.51956e-07 i
-2.87012e-06 - 6.75818e-07 i
1.78253e-06 + 3.42053e-07 i
-1.33407e-06 - 2.86045e-07 i
6.09256e-07 + 6.56029e-08 i
-4.83612e-07 - 3.8758e-08 i
-4.38467e-08 - 8.72899e-09 i
5.13602e-09 - 2.28378e-08 i
7.13138e-13 + 1.30754e-13 i
7.18377e-13 + 1.18441e-13 i
-3.32156e-08 + 4.20647e-08 i
6.22119e-09 + 1.19122e-07 i
4.01821e-07 + 2.30306e-08 i
-7.46431e-07 - 3.29493e-08 i
1.38823e-06 + 2.41473e-07 i
-2.08604e-06 - 3.83126e-07 i
3.10727e-06 + 6.98666e-07 i
-4.39319e-06 - 9.31873e-07 i
6.03936e-06 + 1.53467e-06 i
-8.98107e-06 - 1.74898e-06 i
1.09986e-05 + 3.28446e-06 i
-2.12131e-05 - 1.90257e-06 i
1.88523e-05 + 1.13631e-05 i
-6.64878e-05 + 2.9546e-05 i
0.000211592 + 0.00014877 i
0.000203819 - 3.37092e-05 i
-3.3042e-05 - 0.000275013 i
-0.000151521 - 0.000155054 i
-0.000270759 + 9.75093e-05 i
0.000234933 + 0.000365911 i
-0.000269396 + 9.79351e-05 i
-0.000151162 - 0.000154012 i
-3.3364e-05 - 0.000273408 i
0.000201992 - 3.36718e-05 i
0.000210411 + 0.000146938 i
-6.60205e-05 + 2.94143e-05 i
1.87264e-05 + 1.1054e-05 i
-2.11426e-05 - 1.8508e-06 i
1.0889e-05 + 3.13473e-06 i
-8.8852e-06 - 1.67585e-06 i
6.01795e-06 + 1.49342e-06 i
-4.34897e-06 - 8.71766e-07 i
3.27573e-06 + 7.23543e-07 i
-1.89145e-06 - 3.31397e-07 i
1.53065e-06 + 2.66894e-07 i
-6.5437e-07 - 2.34098e-08 i
5.96021e-07 + 1.18101e-08 i
1.65634e-07 + 3.86138e-08 i
-8.15178e-09 + 3.14633e-08 i
9.54167e-13 - 2.99347e-13 i
1.226e-12 - 8.0531e-14 i
3.69724e-08 - 4.60366e-08 i
-3.80496e-08 - 1.41482e-07 i
-3.78229e-07 + 1.43281e-09 i
7.04504e-07 - 9.65056e-09 i
-1.34666e-06 - 1.89217e-07 i
2.02071e-06 + 3.15201e-07 i
-3.03999e-06 - 6.18832e-07 i
4.26517e-06 + 8.26829e-07 i
-5.93855e-06 - 1.43582e-06 i
8.65502e-06 + 1.55414e-06 i
-1.10077e-05 - 3.18343e-06 i
1.98137e-05 + 1.55701e-06 i
-2.03108e-05 - 1.02818e-05 i
6.27666e-05 - 2.44233e-05 i
-0.000193721 - 0.000131657 i
-0.000181462 + 3.30672e-05 i
3.6116e-05 + 0.00024766 i
0.000136969 + 0.000135427 i
0.000249328 - 9.27978e-05 i
-0.000229896 - 0.000334912 i
0.000248033 - 9.31913e-05 i
0.000136645 + 0.000134445 i
3.6409e-05 + 0.00024618 i
-0.000179792 + 3.29916e-05 i
-0.000192616 - 0.000129989 i
6.23432e-05 - 2.43206e-05 i
-2.0178e-05 - 9.99068e-06 i
1.97539e-05 + 1.49436e-06 i
-1.08999e-05 - 3.05865e-06 i
8.57016e-06 + 1.47587e-06 i
-5.90288e-06 - 1.37695e-06 i
4.24817e-06 + 7.85263e-07 i
-3.24965e-06 - 6.19955e-07 i
1.80643e-06 + 2.72339e-07 i
-1.4865e-06 - 2.16649e-07 i
6.59982e-07 - 2.85661e-08 i
-5.70603e-07 + 2.26833e-08 i
-2.07603e-07 - 4.74151e-08 i
1.27241e-08 - 3.35366e-08 i
7.65199e-13 - 3.7952e-15 i
1.3025e-12 - 3.2053e-13 i
1.18239e-12 - 1.83783e-13 i
7.58773e-13 + 4.78604e-13 i
6.19884e-13 + 8.26219e-14 i
1.14114e-12 - 4.06807e-13 i
9.7064e-13 - 5.73529e-13 i
1.6467e-12 - 1.4067e-13 i
1.27492e-12 - 5.21521e-14 i
1.2366e-12 - 4.43041e-13 i
1.07165e-12 + 9.76315e-14 i
4.54e-13 - 4.86134e-13 i
1.24883e-12 + 2.44313e-13 i
4.81933e-14 + 2.91772e-15 i
9.87264e-13 - 5.60322e-13 i
6.93611e-13 - 6.17404e-13 i
2.63737e-13 - 2.60122e-13 i
4.34198e-13 - 2.22408e-13 i
1.08274e-12 + 3.66428e-13 i
3.52325e-13 - 1.45556e-13 i
1.03355e-12 - 2.91679e-13 i
1.33217e-12 + 2.72764e-13 i
7.01632e-13 - 5.74743e-13 i
1.34857e-12 + 1.15134e-13 i
4.08964e-13 - 2.63252e-13 i
1.0864e-12 - 5.17553e-13 i
1.08311e-12 + 9.52583e-14 i
9.13085e-13 - 8.817e-13 i
6.20426e-13 - 2.25403e-15 i
7.87518e-13 - 6.18124e-13 i
1.02224e-12 - 1.6091e-14 i
9.61038e-13 - 3.4048e-13 i
8.28586e-13 - 2.73289e-13 i
9.23777e-13 - 8.49415e-13 i
8.106e-13 - 8.21177e-13 i
9.74847e-13 + 3.25258e-13 i
7.80138e-13 + 2.8307e-13 i
1.38454e-12 - 9.60045e-14 i
7.06141e-13 - 9.89711e-13 i
4.39972e-13 - 2.81044e-13 i
1.28864e-12 - 2.71868e-13 i
8.41923e-13 + 5.46228e-13 i
3.58796e-13 - 1.65042e-13 i
1.18875e-12 + 4.13399e-13 i
3.20321e-13 - 3.89072e-13 i
8.20767e-13 - 6.71258e-13 i
4.71729e-13 - 2.35691e-13 i
1.15578e-12 + 9.16224e-14 i
1.4373e-12 + 1.7625e-13 i
1.03581e-12 + 4.55603e-13 i
1.19565e-12 - 6.04391e-13 i
1.23559e-12 - 4.60949e-13 i
1.20753e-12 + 3.54867e-13 i
1.09544e-12 + 2.87161e-13 i
7.23397e-13 - 9.7998e-13 i
5.90308e-13 - 8.5748e-15 i
1.10539e-12 - 3.20125e-13 i
1.11922e-12 - 8.337e-14 i
1.26309e-12 - 1.48328e-13 i
1.29249e-12 - 1.38779e-13 i
1.50646e-12 - 1.59946e-13 i
1.63663e-12 - 2.84032e-13 i
3.83525e-13 - 4.82593e-13 i
3.02002e-13 + 5.12853e-14 i
8.5318e-13 + 3.45832e-13 i
6.47978e-13 + 2.78122e-13 i
3.70972e-13 - 2.5884e-13 i
1.68742e-13 - 1.80753e-13 i
